Gene,Gene name,tau,max_nTPM
ENSG00000148362,PAXX,0.6586646884272999,67.4
ENSG00000213160,KLHL23,0.6586610878661088,23.9
ENSG00000116128,BCL9,0.6586503067484663,16.3
ENSG00000147202,DIAPH2,0.658625,16.0
ENSG00000162642,C1orf52,0.6586175115207373,21.7
ENSG00000196943,NOP9,0.65859375,25.6
ENSG00000177732,SOX12,0.6585185185185185,16.2
ENSG00000155099,PIP4P2,0.6585159010600706,28.3
ENSG00000183891,TTC32,0.6584709480122325,32.7
ENSG00000144827,ABHD10,0.658455114822547,47.9
ENSG00000176542,USF3,0.6583999999999999,17.5
ENSG00000188706,ZDHHC9,0.6582509505703422,52.6
ENSG00000183337,BCOR,0.6582500000000002,24.0
ENSG00000163479,SSR2,0.6582344661170321,497.3
ENSG00000163945,UVSSA,0.6582142857142856,16.8
ENSG00000149823,VPS51,0.6581892332789561,122.6
ENSG00000265354,TIMM23,0.6581066030230707,125.7
ENSG00000170677,SOCS6,0.6581060606060606,26.4
ENSG00000114978,MOB1A,0.6580756013745704,87.3
ENSG00000140464,PML,0.6580352644836274,79.4
ENSG00000164548,TRA2A,0.6580133715377269,104.7
ENSG00000113838,TBCCD1,0.6579888268156422,17.9
ENSG00000133794,BMAL1,0.6576958525345623,21.7
ENSG00000140931,CMTM3,0.6576791808873719,58.6
ENSG00000088179,PTPN4,0.6575939849624061,13.3
ENSG00000136878,USP20,0.6575415282392026,30.1
ENSG00000132357,CARD6,0.6575409836065573,12.2
ENSG00000126216,TUBGCP3,0.6573559322033898,29.5
ENSG00000135968,GCC2,0.6573456790123458,32.4
ENSG00000156639,ZFAND3,0.6573275109170307,114.5
ENSG00000198855,FICD,0.657258064516129,12.4
ENSG00000196504,PRPF40A,0.6572351421188631,77.4
ENSG00000130338,TULP4,0.6572222222222223,10.8
ENSG00000184640,SEPTIN9,0.6571770532397856,242.3
ENSG00000132780,NASP,0.6571483622350676,155.7
ENSG00000007168,PAFAH1B1,0.6571224489795918,98.0
ENSG00000139112,GABARAPL1,0.6571140583554377,377.0
ENSG00000204267,TAP2,0.6570818505338079,28.1
ENSG00000023191,RNH1,0.6570259319286872,246.8
ENSG00000136636,KCTD3,0.6569272976680385,72.9
ENSG00000198001,IRAK4,0.6568715083798883,17.9
ENSG00000180304,OAZ2,0.6568599281682915,194.9
ENSG00000112695,COX7A2,0.6567754518268104,769.1
ENSG00000114520,SNX4,0.6567485822306237,52.9
ENSG00000125170,DOK4,0.6567023554603856,46.7
ENSG00000126785,RHOJ,0.6566552901023893,29.3
ENSG00000129595,EPB41L4A,0.6566216216216216,14.8
ENSG00000156313,RPGR,0.6566060606060605,16.5
ENSG00000125746,EML2,0.6565570599613153,51.7
ENSG00000184584,STING1,0.6565371024734982,56.6
ENSG00000205250,E2F4,0.6565301724137932,92.8
ENSG00000133393,CEP20,0.6563972286374135,43.3
ENSG00000197601,FAR1,0.6563870967741936,62.0
ENSG00000068028,RASSF1,0.6563018867924529,79.5
ENSG00000183155,RABIF,0.6562962962962964,13.5
ENSG00000171295,ZNF440,0.6562337662337663,15.4
ENSG00000152082,MZT2B,0.6562291337199088,569.1
ENSG00000135404,CD63,0.6562043277758071,1691.4
ENSG00000132394,EEFSEC,0.6561316872427985,24.3
ENSG00000158710,TAGLN2,0.6560184002044468,782.6
ENSG00000100099,HPS4,0.6559999999999999,22.0
ENSG00000128463,EMC4,0.6559980089596814,200.9
ENSG00000140280,LYSMD2,0.6559817351598173,43.8
ENSG00000147050,KDM6A,0.6559776536312849,17.9
ENSG00000198933,TBKBP1,0.6559537572254335,34.6
ENSG00000196781,TLE1,0.6559294117647058,85.0
ENSG00000151458,ANKRD50,0.6558865248226949,14.1
ENSG00000027001,MIPEP,0.6558823529411765,23.8
ENSG00000244005,NFS1,0.6558375634517766,39.4
ENSG00000205581,HMGN1,0.6557898550724636,276.0
ENSG00000159063,ALG8,0.6557727272727273,44.0
ENSG00000122694,GLIPR2,0.6557549857549857,70.2
ENSG00000183060,LYSMD4,0.6557142857142857,16.8
ENSG00000161265,U2AF1L4,0.6555932203389829,11.8
ENSG00000114796,KLHL24,0.6555760368663595,43.4
ENSG00000171155,C1GALT1C1,0.6555692307692307,32.5
ENSG00000157227,MMP14,0.6555630026809651,149.2
ENSG00000270629,NBPF14,0.6555144032921811,48.6
ENSG00000137200,CMTR1,0.6555008210180623,60.9
ENSG00000152443,ZNF776,0.6554901960784314,20.4
ENSG00000130522,JUND,0.6552868447082096,404.4
ENSG00000170892,TSEN34,0.6552761904761905,52.5
ENSG00000110888,CAPRIN2,0.6551807228915664,16.6
ENSG00000088888,MAVS,0.6551428571428572,35.0
ENSG00000095564,BTAF1,0.6550877192982455,39.9
ENSG00000112511,PHF1,0.6550705754614549,92.1
ENSG00000167566,NCKAP5L,0.6550375939849624,26.6
ENSG00000185347,TEDC1,0.655036496350365,13.7
ENSG00000114554,PLXNA1,0.6550204081632652,24.5
ENSG00000169019,COMMD8,0.6549763033175355,42.2
ENSG00000141867,BRD4,0.6549576988155669,59.1
ENSG00000130349,MTRES1,0.6549360613810741,39.1
ENSG00000256537,SMIM10L1,0.6548571428571429,21.0
ENSG00000185829,ARL17A,0.6548010610079577,37.7
ENSG00000134744,TUT4,0.6547903430749682,78.7
ENSG00000167196,FBXO22,0.6547783251231527,20.3
ENSG00000171466,ZNF562,0.6547297297297296,14.8
ENSG00000140350,ANP32A,0.6547223691168695,189.1
ENSG00000117899,MESD,0.6546401985111662,40.3
ENSG00000136518,ACTL6A,0.654623287671233,58.4
ENSG00000181991,MRPS11,0.65453125,25.6
ENSG00000106153,CHCHD2,0.6544569288389513,854.4
ENSG00000110911,SLC11A2,0.6544554455445544,50.5
ENSG00000106125,MINDY4,0.6544347826086957,11.5
ENSG00000101266,CSNK2A1,0.6543545279383429,103.8
ENSG00000147403,RPL10,0.6543306128656157,7890.8
ENSG00000100911,PSME2,0.6542721142403808,252.1
ENSG00000102471,NDFIP2,0.6542413793103448,58.0
ENSG00000076248,UNG,0.6542379182156134,53.8
ENSG00000158156,XKR8,0.654235807860262,22.9
ENSG00000174151,CYB561D1,0.6541666666666667,16.8
ENSG00000160606,TLCD1,0.6541463414634145,20.5
ENSG00000160211,G6PD,0.654134007585335,79.1
ENSG00000137404,NRM,0.6540703517587939,19.9
ENSG00000144791,LIMD1,0.6540372670807453,16.1
ENSG00000065559,MAP2K4,0.6539712918660286,41.8
ENSG00000019144,PHLDB1,0.6539655172413792,46.4
ENSG00000198931,APRT,0.6538943752683555,232.9
ENSG00000103202,NME4,0.6538461538461539,187.2
ENSG00000184898,RBM43,0.6538235294117647,13.6
ENSG00000108406,DHX40,0.6538121546961326,54.3
ENSG00000172007,RAB33B,0.6538064516129032,15.5
ENSG00000163947,ARHGEF3,0.653658536585366,49.2
ENSG00000020922,MRE11,0.6536150234741784,21.3
ENSG00000124831,LRRFIP1,0.6535679374389052,102.3
ENSG00000114861,FOXP1,0.6535119047619048,33.6
ENSG00000168288,MMADHC,0.6534846192637418,198.3
ENSG00000070882,OSBPL3,0.6534814814814814,13.5
ENSG00000033100,CHPF2,0.653455497382199,38.2
ENSG00000125656,CLPP,0.6534507501630791,153.3
ENSG00000149474,KAT14,0.6533898305084747,23.6
ENSG00000146409,SLC18B1,0.6533812949640289,27.8
ENSG00000164924,YWHAZ,0.6533762671437091,838.5
ENSG00000148300,REXO4,0.6533527696793002,34.3
ENSG00000164164,OTUD4,0.6533333333333333,37.8
ENSG00000133247,KMT5C,0.6533333333333333,12.3
ENSG00000167526,RPL13,0.6532782210917146,4874.9
ENSG00000151914,DST,0.6532531055900621,257.6
ENSG00000204271,SPIN3,0.6532352941176471,13.6
ENSG00000151093,OXSM,0.653170731707317,20.5
ENSG00000145246,ATP10D,0.6531428571428571,14.0
ENSG00000118965,WDR35,0.6530882352941176,13.6
ENSG00000146966,DENND2A,0.652972972972973,33.3
ENSG00000077092,RARB,0.65296875,12.8
ENSG00000132017,DCAF15,0.6529302325581395,43.0
ENSG00000204498,NFKBIL1,0.6529297820823246,41.3
ENSG00000132300,PTCD3,0.6528613569321534,33.9
ENSG00000167881,SRP68,0.6528588661037396,82.9
ENSG00000215193,PEX26,0.6528342245989305,18.7
ENSG00000180776,ZDHHC20,0.6527717391304347,36.8
ENSG00000117593,DARS2,0.6526881720430108,18.6
ENSG00000109736,MFSD10,0.6526602564102564,62.4
ENSG00000108961,RANGRF,0.6525229357798165,87.2
ENSG00000205544,TMEM256,0.6523439099283521,195.4
ENSG00000185340,GAS2L1,0.6523104693140794,55.4
ENSG00000239264,TXNDC5,0.6522963509030594,271.3
ENSG00000075945,KIFAP3,0.6521724709784412,60.3
ENSG00000081721,DUSP12,0.652054794520548,29.2
ENSG00000204604,ZNF468,0.6520353982300885,11.3
ENSG00000135045,C9orf40,0.652,11.0
ENSG00000138802,SEC24B,0.6519444444444444,43.2
ENSG00000188976,NOC2L,0.6519420289855071,69.0
ENSG00000143322,ABL2,0.6519266055045871,10.9
ENSG00000198589,LRBA,0.651862464183381,34.9
ENSG00000034510,TMSB10,0.6518363012579644,4896.8
ENSG00000159459,UBR1,0.6517796610169492,23.6
ENSG00000176946,THAP4,0.651759581881533,114.8
ENSG00000087448,KLHL42,0.6517377049180328,30.5
ENSG00000204520,MICA,0.6517227722772277,50.5
ENSG00000141568,FOXK2,0.6517206982543641,40.1
ENSG00000143515,ATP8B2,0.6516467780429595,41.9
ENSG00000234465,PINLYP,0.6515953307392996,25.7
ENSG00000005436,GCFC2,0.6515789473684211,28.5
ENSG00000100983,GSS,0.6514375000000001,64.0
ENSG00000145860,RNF145,0.6513832853025937,69.4
ENSG00000206560,ANKRD28,0.6513740458015268,26.2
ENSG00000217555,CKLF,0.6513603818615752,83.8
ENSG00000107679,PLEKHA1,0.6511464968152866,62.8
ENSG00000047346,ATOSA,0.6509647058823531,42.5
ENSG00000198276,UCKL1,0.65096,100.0
ENSG00000186132,C2orf76,0.6509535452322739,40.9
ENSG00000121716,PILRB,0.6508939393939395,264.0
ENSG00000172273,HINFP,0.6508045977011494,17.4
ENSG00000164048,ZNF589,0.6506896551724138,23.2
ENSG00000126858,RHOT1,0.6506581740976647,47.1
ENSG00000023041,ZDHHC6,0.6506000000000001,40.0
ENSG00000154582,ELOC,0.6504092339979013,190.6
ENSG00000109686,SH3D19,0.6503915662650602,66.4
ENSG00000137942,FNBP1L,0.6503448275862069,40.6
ENSG00000187961,KLHL17,0.6503389830508474,11.8
ENSG00000124356,STAMBP,0.6503225806451611,27.9
ENSG00000163960,UBXN7,0.6502439024390243,20.5
ENSG00000162636,FAM102B,0.6502,20.0
ENSG00000103507,BCKDK,0.6501228501228501,81.4
ENSG00000011007,ELOA,0.6500890207715133,33.7
ENSG00000040933,INPP4A,0.6500833333333332,24.0
ENSG00000146476,ARMT1,0.6500775193798449,38.7
ENSG00000158941,CCAR2,0.6500569568755086,122.9
ENSG00000204315,FKBPL,0.65,10.4
ENSG00000177700,POLR2L,0.6499457504520795,165.9
ENSG00000185989,RASA3,0.6499342105263157,30.4
ENSG00000075399,VPS9D1,0.6499310344827586,43.5
ENSG00000011260,UTP18,0.6499270072992701,54.8
ENSG00000120725,SIL1,0.6499217527386542,63.9
ENSG00000103381,CPPED1,0.6499065420560748,32.1
ENSG00000111605,CPSF6,0.6498235294117647,68.0
ENSG00000167632,TRAPPC9,0.6498089171974523,31.4
ENSG00000178605,GTPBP6,0.6497904191616766,66.8
ENSG00000178952,TUFM,0.6497586660816147,227.9
ENSG00000184575,XPOT,0.6497446808510638,47.0
ENSG00000125107,CNOT1,0.6497425742574258,101.0
ENSG00000196724,ZNF418,0.6497391304347826,11.5
ENSG00000116698,SMG7,0.6496160877513713,54.7
ENSG00000164187,LMBRD2,0.6495172413793102,14.5
ENSG00000137947,GTF2B,0.6494718909710393,58.7
ENSG00000136451,VEZF1,0.6494027565084227,65.3
ENSG00000196323,ZBTB44,0.6493604651162791,34.4
ENSG00000204843,DCTN1,0.6493244246473645,134.7
ENSG00000196646,ZNF136,0.6493150684931506,14.6
ENSG00000018408,WWTR1,0.64928,62.5
ENSG00000090447,TFAP4,0.6492307692307692,14.3
ENSG00000110218,PANX1,0.6492156862745097,20.4
ENSG00000100263,RHBDD3,0.6491666666666667,21.6
ENSG00000146540,C7orf50,0.6491620879120878,145.6
ENSG00000128159,TUBGCP6,0.6491428571428572,35.0
ENSG00000163466,ARPC2,0.6491265779597408,586.2
ENSG00000103037,SETD6,0.6490995260663507,21.1
ENSG00000082153,BZW1,0.649066918001885,212.2
ENSG00000084092,NOA1,0.649054441260745,34.9
ENSG00000263020,ENSG00000263020,0.6490445859872611,15.7
ENSG00000229117,RPL41,0.6490023772743672,10810.7
ENSG00000170473,PYM1,0.6489111747851003,69.8
ENSG00000147862,NFIB,0.6488829787234043,37.6
ENSG00000163697,APBB2,0.6488717948717949,39.0
ENSG00000138071,ACTR2,0.6488063439065108,239.6
ENSG00000101350,KIF3B,0.6487471526195899,43.9
ENSG00000143179,UCK2,0.6487452471482891,26.3
ENSG00000174738,NR1D2,0.6486666666666666,51.0
ENSG00000168282,MGAT2,0.6486614173228347,38.1
ENSG00000164323,CFAP97,0.6486127167630059,34.6
ENSG00000145725,PPIP5K2,0.648537170263789,41.7
ENSG00000101639,CEP192,0.6485185185185185,10.8
ENSG00000058804,NDC1,0.6484883720930233,17.2
ENSG00000196865,NHLRC2,0.6484415584415585,15.4
ENSG00000174928,C3orf33,0.6484313725490195,10.2
ENSG00000168216,LMBRD1,0.6484274193548387,49.6
ENSG00000164818,DNAAF5,0.6484070796460177,22.6
ENSG00000125863,MKKS,0.6483905013192611,37.9
ENSG00000096063,SRPK1,0.6482973621103117,41.7
ENSG00000126391,FRMD8,0.6482864450127878,39.1
ENSG00000111725,PRKAB1,0.6482730923694779,49.8
ENSG00000213096,ZNF254,0.6482278481012659,15.8
ENSG00000112902,SEMA5A,0.6481967213114753,12.2
ENSG00000148399,DPH7,0.6481818181818181,13.2
ENSG00000105698,USF2,0.6481364985163204,337.0
ENSG00000130396,AFDN,0.6481225033288948,75.1
ENSG00000197070,ARRDC1,0.6481008403361345,59.5
ENSG00000105221,AKT2,0.6480758807588074,110.7
ENSG00000119917,IFIT3,0.6480357142857143,44.8
ENSG00000169291,SHE,0.6479816513761467,21.8
ENSG00000146083,RNF44,0.6479230769230768,52.0
ENSG00000173230,GOLGB1,0.6479017857142857,44.8
ENSG00000012822,CALCOCO1,0.6478426051560381,221.1
ENSG00000179195,ZNF664,0.6478187403993856,130.2
ENSG00000123908,AGO2,0.6478048780487805,16.4
ENSG00000112406,HECA,0.6478048780487804,36.9
ENSG00000056586,RC3H2,0.6477777777777777,30.6
ENSG00000145495,MARCHF6,0.647617728531856,72.2
ENSG00000137962,ARHGAP29,0.6476146788990824,21.8
ENSG00000005194,CIAPIN1,0.647527559055118,63.5
ENSG00000162066,AMDHD2,0.6473831775700934,21.4
ENSG00000087206,UIMC1,0.6473809523809524,58.8
ENSG00000112651,MRPL2,0.6473118279569893,74.4
ENSG00000141644,MBD1,0.6473008323424494,84.1
ENSG00000166979,EVA1C,0.6472786885245901,30.5
ENSG00000137817,PARP6,0.6471976401179941,67.8
ENSG00000151690,MFSD6,0.6471617161716172,60.6
ENSG00000049245,VAMP3,0.6470194384449244,185.2
ENSG00000131323,TRAF3,0.6468926553672315,17.7
ENSG00000173846,PLK3,0.6467980295566502,20.3
ENSG00000081386,ZNF510,0.6467889908256881,10.9
ENSG00000151689,INPP1,0.6467737226277371,68.5
ENSG00000074696,HACD3,0.6467565139263252,111.3
ENSG00000141552,ANAPC11,0.6467041067041066,284.9
ENSG00000185238,PRMT3,0.6467027027027027,18.5
ENSG00000087157,PGS1,0.6466844919786096,37.4
ENSG00000077782,FGFR1,0.6466743916570104,86.3
ENSG00000167657,DAPK3,0.6466666666666666,106.5
ENSG00000118707,TGIF2,0.6466079295154185,22.7
ENSG00000130517,PGPEP1,0.6465524625267666,46.7
ENSG00000131171,SH3BGRL,0.646455938697318,313.2
ENSG00000158079,PTPDC1,0.6464077669902913,10.3
ENSG00000104412,EMC2,0.6463529411764707,25.5
ENSG00000168172,HOOK3,0.6462564102564103,19.5
ENSG00000106080,FKBP14,0.6461538461538461,13.0
ENSG00000126705,AHDC1,0.6460641399416909,34.3
ENSG00000008838,MED24,0.6460377358490567,79.5
ENSG00000112787,FBRSL1,0.646008064516129,49.6
ENSG00000136504,KAT7,0.6459627329192547,48.3
ENSG00000205659,LIN52,0.6459354838709678,15.5
ENSG00000116586,LAMTOR2,0.6458795749704841,169.4
ENSG00000155975,VPS37A,0.6458546168958742,50.9
ENSG00000035681,NSMAF,0.645808383233533,33.4
ENSG00000239305,RNF103,0.6457367387033399,50.9
ENSG00000011132,APBA3,0.6457342657342657,14.3
ENSG00000104904,OAZ1,0.6456794637416209,492.3
ENSG00000075292,ZNF638,0.6456241032998565,69.7
ENSG00000136802,LRRC8A,0.645570652173913,73.6
ENSG00000172932,ANKRD13D,0.6455395683453239,27.8
ENSG00000137693,YAP1,0.645458089668616,102.6
ENSG00000107554,DNMBP,0.6454362416107383,29.8
ENSG00000196576,PLXNB2,0.6454126213592233,82.4
ENSG00000164081,TEX264,0.6453950953678473,110.1
ENSG00000070759,TESK2,0.6453793103448275,14.5
ENSG00000170889,RPS9,0.6453722327097994,2913.5
ENSG00000164880,INTS1,0.6453686200378073,52.9
ENSG00000142444,TIMM29,0.6453556485355649,23.9
ENSG00000154174,TOMM70,0.6453521126760563,71.0
ENSG00000157796,WDR19,0.6453403141361257,19.1
ENSG00000164307,ERAP1,0.6453355704697986,59.6
ENSG00000265241,RBM8A,0.6452286282306163,201.2
ENSG00000070061,ELP1,0.6451449275362319,27.6
ENSG00000100124,ANKRD54,0.6451428571428572,38.5
ENSG00000137936,BCAR3,0.6450859106529211,29.1
ENSG00000221886,ZBED8,0.645,10.8
ENSG00000093167,LRRFIP2,0.6448818897637796,88.9
ENSG00000153339,TRAPPC8,0.644822695035461,28.2
ENSG00000204469,PRRC2A,0.6447848101265822,79.0
ENSG00000174748,RPL15,0.6447807074287784,3864.7
ENSG00000100908,EMC9,0.6447395833333333,38.4
ENSG00000153037,SRP19,0.6447389558232932,74.7
ENSG00000105705,SUGP1,0.6447328244274808,13.1
ENSG00000139826,ABHD13,0.6445454545454546,15.4
ENSG00000103495,MAZ,0.6445151280062065,257.8
ENSG00000122779,TRIM24,0.6444705882352941,25.5
ENSG00000121417,ZNF211,0.6444673539518901,29.1
ENSG00000196498,NCOR2,0.644393505253104,104.7
ENSG00000170954,ZNF415,0.6443781094527364,20.1
ENSG00000182004,SNRPE,0.64431330472103,93.2
ENSG00000112473,SLC39A7,0.6442622950819673,91.5
ENSG00000170364,SETMAR,0.6442105263157895,13.3
ENSG00000108306,FBXL20,0.644201680672269,11.9
ENSG00000197122,SRC,0.6442,20.0
ENSG00000124795,DEK,0.6441711229946523,149.6
ENSG00000158793,NIT1,0.6441530054644808,54.9
ENSG00000071082,RPL31,0.6440043559427505,5785.2
ENSG00000139233,LLPH,0.6439662447257384,47.4
ENSG00000178719,GRINA,0.6438612933458294,426.8
ENSG00000168646,AXIN2,0.6437931034482759,23.2
ENSG00000175110,MRPS22,0.6437431693989072,73.2
ENSG00000166136,NDUFB8,0.6436473515819411,562.6
ENSG00000164830,OXR1,0.6436413043478261,73.6
ENSG00000138448,ITGAV,0.643606998654105,74.3
ENSG00000025770,NCAPH2,0.6435897435897435,74.1
ENSG00000149308,NPAT,0.6435714285714286,14.0
ENSG00000138326,RPS24,0.6435482345266247,6131.5
ENSG00000155903,RASA2,0.6435175879396985,19.9
ENSG00000162385,MAGOH,0.6434887218045113,133.0
ENSG00000065243,PKN2,0.6434782608695652,46.0
ENSG00000133275,CSNK1G2,0.6434578441835646,93.7
ENSG00000105701,FKBP8,0.6434432850891956,594.2
ENSG00000232388,SMIM26,0.6434169550173011,231.2
ENSG00000133030,MPRIP,0.6433877681716298,312.3
ENSG00000100814,CCNB1IP1,0.6432730923694778,99.6
ENSG00000012174,MBTPS2,0.6431999999999999,17.5
ENSG00000135778,NTPCR,0.6431746031746032,12.6
ENSG00000257093,DENND11,0.6431304347826087,23.0
ENSG00000165525,NEMF,0.643073047858942,39.7
ENSG00000144677,CTDSPL,0.6429540918163673,50.1
ENSG00000108561,C1QBP,0.6428964401294499,247.2
ENSG00000123297,TSFM,0.6428903654485049,60.2
ENSG00000102531,FNDC3A,0.642779552715655,62.6
ENSG00000139146,SINHCAF,0.6427572016460905,48.6
ENSG00000196230,TUBB,0.6426811970247363,578.1
ENSG00000111676,ATN1,0.6426684164479439,228.6
ENSG00000156502,SUPV3L1,0.642509225092251,27.1
ENSG00000109790,KLHL5,0.6424555735056542,61.9
ENSG00000132952,USPL1,0.6423684210526317,22.8
ENSG00000143442,POGZ,0.6423459715639811,84.4
ENSG00000237172,B3GNT9,0.6423364485981307,21.4
ENSG00000183580,FBXL7,0.642265625,25.6
ENSG00000147905,ZCCHC7,0.6422317596566524,23.3
ENSG00000144959,NCEH1,0.6421782178217822,20.2
ENSG00000114742,WDR48,0.6420089285714287,44.8
ENSG00000165283,STOML2,0.6419830397912589,153.3
ENSG00000138386,NAB1,0.6419713831478537,62.9
ENSG00000196305,IARS1,0.64196,50.0
ENSG00000127452,FBXL12,0.641955990220049,40.9
ENSG00000090432,MUL1,0.6419532908704884,47.1
ENSG00000153130,SCOC,0.6419334186939821,156.2
ENSG00000142867,BCL10,0.6418823529411765,25.5
ENSG00000147130,ZMYM3,0.6418539325842697,35.6
ENSG00000203705,TATDN3,0.641779359430605,28.1
ENSG00000124193,SRSF6,0.6417749313815188,109.3
ENSG00000122126,OCRL,0.6417241379310344,34.8
ENSG00000163866,SMIM12,0.6416953316953317,81.4
ENSG00000100316,RPL3,0.6416948601171113,4918.4
ENSG00000133059,DSTYK,0.641657458563536,18.1
ENSG00000147471,PLPBP,0.6416438356164385,73.0
ENSG00000153936,HS2ST1,0.6416216216216216,22.2
ENSG00000005302,MSL3,0.641606648199446,36.1
ENSG00000059758,CDK17,0.6415859030837003,45.4
ENSG00000139266,MARCHF9,0.6415384615384616,37.7
ENSG00000117525,F3,0.6415200000000002,125.0
ENSG00000170734,POLH,0.6415037593984962,13.3
ENSG00000087191,PSMC5,0.6414834092387768,307.4
ENSG00000163818,LZTFL1,0.6414159292035398,11.3
ENSG00000143374,TARS2,0.6414046822742475,29.9
ENSG00000104866,PPP1R37,0.6413235294117647,40.8
ENSG00000110697,PITPNM1,0.6412107623318386,44.6
ENSG00000164684,ZNF704,0.6411612903225807,15.5
ENSG00000152217,SETBP1,0.6410218978102189,13.7
ENSG00000153066,TXNDC11,0.6409177820267686,52.3
ENSG00000099992,TBC1D10A,0.6409071274298056,46.3
ENSG00000142409,ZNF787,0.6408571428571429,42.0
ENSG00000147421,HMBOX1,0.6407843137254902,10.2
ENSG00000011523,CEP68,0.6407725321888412,23.3
ENSG00000149657,LSM14B,0.6407183908045977,69.6
ENSG00000147274,RBMX,0.6407162534435261,217.8
ENSG00000102317,RBM3,0.6407095187917105,284.7
ENSG00000136003,ISCU,0.6406899383983573,487.0
ENSG00000005700,IBTK,0.640673076923077,20.8
ENSG00000170852,KBTBD2,0.6406666666666666,54.0
ENSG00000181804,SLC9A9,0.6406486486486487,18.5
ENSG00000213722,DDAH2,0.6406400000000001,125.0
ENSG00000105248,YJU2,0.640622009569378,41.8
ENSG00000129625,REEP5,0.6406155218554862,224.2
ENSG00000177954,RPS27,0.6406145567595501,12190.9
ENSG00000179630,LACC1,0.6405813953488372,17.2
ENSG00000135486,HNRNPA1,0.6405776407593703,1232.6
ENSG00000099800,TIMM13,0.6405746320953049,142.7
ENSG00000057704,TMCC3,0.6405687203791469,21.1
ENSG00000110651,CD81,0.6405006358342815,1494.1
ENSG00000185298,CCDC137,0.6403934426229507,30.5
ENSG00000013364,MVP,0.6403632236095347,176.2
ENSG00000166949,SMAD3,0.6403059273422562,52.3
ENSG00000179218,CALR,0.6402958827634333,716.5
ENSG00000165527,ARF6,0.6402930402930402,81.9
ENSG00000118246,FASTKD2,0.6402923976608187,34.2
ENSG00000087842,PIR,0.6402688172043013,37.2
ENSG00000105723,GSK3A,0.6402642276422766,98.4
ENSG00000008869,HEATR5B,0.6402105263157893,28.5
ENSG00000163840,DTX3L,0.6402,30.0
ENSG00000100426,ZBED4,0.6401923076923077,10.4
ENSG00000214357,NEURL1B,0.6401916932907348,31.3
ENSG00000167283,ATP5MG,0.640154021677125,350.6
ENSG00000130305,NSUN5,0.640122699386503,32.6
ENSG00000145685,LHFPL2,0.6401183431952663,33.8
ENSG00000165630,PRPF18,0.6400961538461538,41.6
ENSG00000170540,ARL6IP1,0.6400594883997621,336.2
ENSG00000146834,MEPCE,0.6400261780104711,76.4
ENSG00000174705,SH3PXD2B,0.6400000000000001,27.9
ENSG00000104983,CCDC61,0.64,23.7
ENSG00000071553,ATP6AP1,0.6399065857076134,214.1
ENSG00000178685,PARP10,0.6398905109489051,54.8
ENSG00000076043,REXO2,0.6397655172413793,145.0
ENSG00000169359,SLC33A1,0.639659090909091,17.6
ENSG00000119414,PPP6C,0.6396330275229358,65.4
ENSG00000058799,YIPF1,0.6396135265700482,20.7
ENSG00000099804,CDC34,0.6396096654275092,107.6
ENSG00000171045,TSNARE1,0.6395890410958904,29.2
ENSG00000113119,TMCO6,0.6395522388059701,13.4
ENSG00000130731,METTL26,0.6394155381325731,140.3
ENSG00000177728,TMEM94,0.6394101123595506,71.2
ENSG00000163660,CCNL1,0.6393214285714286,56.0
ENSG00000197006,METTL9,0.6392125984251968,127.0
ENSG00000100815,TRIP11,0.6391666666666667,24.0
ENSG00000034693,PEX3,0.6390983606557377,24.4
ENSG00000104728,ARHGEF10,0.6390874524714829,26.3
ENSG00000166881,NEMP1,0.6390666666666668,15.0
